Candidate_ID,Age,Education_Level,Experience_Years,Career_Level,Target_Role,Num_Skills,Skill_Match_Ratio,Expected_Salary_USD,Employability_Status,Recommended_Skills,Python,SQL,ML,Deep_Learning,Data_Viz,Excel,Power_BI,Tableau,NLP,Cloud_AWS,Cloud_Azure,Docker,Spark,TensorFlow,Statistics,R,Java,JavaScript,Communication,Project_Management
CAND0071,28,PhD,5.0,Advanced,Business Analyst,9,1.0,80600,High,None – Profile Complete,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1
CAND0072,28,Master,6.8,Advanced,AI Researcher,7,0.8,141800,High,NLP,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
CAND0073,25,Associate,3.1,Advanced,BI Developer,3,0.4,52100,Low,"Power_BI, Excel, Data_Viz",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
CAND0074,24,Bachelor,1.3,Intermediate,Data Engineer,4,0.2,80600,Low,"Spark, Cloud_AWS, Docker",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
CAND0075,25,Master,1.6,Intermediate,ML Engineer,8,0.8,141900,Medium,Python,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1
CAND0076,40,Associate,17.7,Advanced,Business Analyst,8,0.6,73900,Medium,"Communication, Project_Management",0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0
CAND0077,35,Master,13.0,Advanced,Data Scientist,10,1.0,123200,High,None – Profile Complete,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
CAND0078,35,Bachelor,10.3,Advanced,BI Developer,7,0.8,72000,High,Power_BI,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0
CAND0079,23,High School,2.5,Intermediate,Business Analyst,3,0.4,53000,Low,"Excel, Communication, Project_Management",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CAND0080,30,PhD,3.5,Advanced,Software Engineer,7,0.8,114300,High,Java,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0
CAND0081,37,Bachelor,14.0,Advanced,AI Researcher,9,1.0,152100,High,None – Profile Complete,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1
CAND0082,28,PhD,4.6,Advanced,Data Analyst,7,1.0,78100,High,None – Profile Complete,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
CAND0083,29,Bachelor,4.8,Advanced,AI Researcher,6,0.4,112500,Medium,"Deep_Learning, ML, NLP",1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
CAND0084,23,Bachelor,1.6,Intermediate,Data Scientist,5,1.0,84300,Medium,None – Profile Complete,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CAND0085,26,Master,1.5,Intermediate,Data Engineer,5,0.6,102600,Medium,"Spark, Cloud_AWS",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CAND0086,25,Master,1.9,Intermediate,ML Engineer,6,0.8,122200,High,ML,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
CAND0087,36,PhD,9.6,Advanced,Software Engineer,7,1.0,107800,High,None – Profile Complete,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
CAND0088,36,PhD,9.0,Advanced,ML Engineer,7,0.6,136500,High,"ML, TensorFlow",1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
CAND0089,25,Bachelor,2.1,Intermediate,Software Engineer,4,0.6,76300,Medium,"Cloud_AWS, Docker",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
CAND0090,25,Bachelor,1.4,Intermediate,BI Developer,7,1.0,65800,High,None – Profile Complete,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
CAND0091,25,Bachelor,5.3,Advanced,Business Analyst,8,1.0,84200,High,None – Profile Complete,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1
CAND0092,28,Bachelor,6.7,Advanced,Data Analyst,7,0.6,81400,Medium,"SQL, Excel",0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
CAND0093,26,Bachelor,4.1,Advanced,Data Engineer,5,0.2,111800,Low,"Spark, Cloud_AWS, Python",0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
CAND0094,28,Master,2.2,Intermediate,AI Researcher,8,1.0,153000,Medium,None – Profile Complete,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
CAND0095,25,Bachelor,3.1,Advanced,Data Engineer,5,0.6,106400,Medium,"Spark, SQL",1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
CAND0096,27,Bachelor,4.7,Advanced,ML Engineer,4,0.6,113600,Medium,"Deep_Learning, ML",1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
CAND0097,36,Bachelor,16.5,Advanced,Business Analyst,6,1.0,61000,High,None – Profile Complete,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
CAND0098,24,Associate,1.0,Intermediate,Data Scientist,3,0.4,79700,Low,"Python, SQL, Statistics",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAND0099,25,Bachelor,2.5,Intermediate,Data Scientist,1,0.2,78400,Low,"ML, Python, SQL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CAND0100,24,Bachelor,1.0,Intermediate,Business Analyst,4,0.4,69600,Low,"Excel, Communication, Power_BI",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAND0101,24,Bachelor,1.2,Intermediate,ML Engineer,8,0.6,136800,Medium,"Docker, Python",0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0
CAND0102,26,Bachelor,5.5,Advanced,Data Analyst,9,0.6,62200,Medium,"SQL, Statistics",0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1
CAND0103,35,Master,11.3,Advanced,Data Engineer,8,0.6,109500,High,"Cloud_AWS, Docker",1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0
CAND0104,25,Bachelor,1.7,Intermediate,AI Researcher,2,0.2,99000,Low,"Deep_Learning, ML, NLP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
CAND0105,29,Master,3.0,Intermediate,ML Engineer,5,0.6,127400,Medium,"TensorFlow, Python",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CAND0106,27,Bachelor,3.8,Advanced,AI Researcher,3,0.4,109000,Low,"Deep_Learning, ML, Python",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
CAND0107,23,Bachelor,1.9,Intermediate,Business Analyst,7,0.8,67100,Medium,Project_Management,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
CAND0108,29,Associate,9.2,Advanced,BI Developer,8,1.0,75400,High,None – Profile Complete,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
CAND0109,28,Master,4.0,Advanced,AI Researcher,4,0.4,117800,Medium,"Deep_Learning, NLP, Python",0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
CAND0110,25,Bachelor,1.3,Intermediate,AI Researcher,6,0.4,115800,Low,"Deep_Learning, NLP, Statistics",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
CAND0111,26,Master,4.6,Advanced,AI Researcher,5,0.6,125000,Medium,"ML, Python",0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
CAND0112,24,Bachelor,2.1,Intermediate,AI Researcher,4,0.4,110200,Low,"ML, NLP, Python",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CAND0113,39,Bachelor,17.0,Advanced,ML Engineer,8,1.0,154500,High,None – Profile Complete,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
CAND0114,29,Bachelor,5.2,Advanced,AI Researcher,7,0.6,135600,Medium,"Python, Statistics",0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0
CAND0115,24,Bachelor,2.1,Intermediate,Software Engineer,7,0.8,88700,Medium,Docker,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0
CAND0116,22,Bachelor,1.9,Intermediate,ML Engineer,8,1.0,136000,Medium,None – Profile Complete,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
CAND0117,27,Bachelor,4.3,Advanced,Software Engineer,6,0.8,90300,Medium,Docker,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
CAND0118,24,Bachelor,1.4,Intermediate,Data Analyst,5,0.4,72700,Low,"Excel, Data_Viz, Statistics",0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
CAND0119,29,Bachelor,5.4,Advanced,AI Researcher,7,0.8,140800,Medium,Statistics,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
CAND0120,33,Bachelor,11.4,Advanced,ML Engineer,7,0.8,133200,High,TensorFlow,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CAND0121,27,PhD,2.4,Intermediate,Data Analyst,5,0.6,69700,Medium,"SQL, Power_BI",0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CAND0122,30,Bachelor,7.1,Advanced,Data Analyst,9,0.6,90900,Medium,"SQL, Data_Viz",1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1
CAND0123,30,Bachelor,7.5,Advanced,AI Researcher,10,0.6,143200,High,"ML, Statistics",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0
CAND0124,30,Bachelor,7.6,Advanced,Data Scientist,8,0.6,96800,Medium,"SQL, Data_Viz",1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
CAND0125,25,Bachelor,2.2,Intermediate,Data Scientist,6,0.8,83200,Medium,ML,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
CAND0126,26,Bachelor,3.9,Advanced,BI Developer,6,0.4,66200,Medium,"Power_BI, Tableau, Excel",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
CAND0127,31,Associate,11.6,Advanced,Data Analyst,7,0.8,71300,High,Data_Viz,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
CAND0128,27,Master,4.2,Advanced,Data Engineer,7,0.6,113400,Medium,"Cloud_AWS, SQL",1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
CAND0129,26,Bachelor,2.3,Intermediate,ML Engineer,5,0.6,115000,Medium,"ML, Python",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
CAND0130,32,Master,9.6,Advanced,Data Scientist,8,1.0,101100,High,None – Profile Complete,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
CAND0131,29,Associate,7.9,Advanced,Data Analyst,5,0.6,59100,Medium,"SQL, Statistics",1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CAND0132,29,Bachelor,5.9,Advanced,BI Developer,8,0.6,79300,Medium,"SQL, Excel",1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
CAND0133,27,Master,4.3,Advanced,BI Developer,5,0.8,65000,Medium,Data_Viz,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
CAND0134,37,Bachelor,12.6,Advanced,Data Engineer,10,0.8,126500,High,SQL,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1
CAND0135,27,Bachelor,4.6,Advanced,Business Analyst,10,0.6,77600,Medium,"SQL, Power_BI",1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1
CAND0136,26,Master,1.9,Intermediate,AI Researcher,8,0.8,140500,High,NLP,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
CAND0137,27,Bachelor,6.1,Advanced,Data Analyst,6,1.0,64000,High,None – Profile Complete,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
CAND0138,28,Master,3.2,Advanced,Data Analyst,6,0.4,78400,Medium,"SQL, Excel, Statistics",0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
CAND0139,23,Master,1.2,Intermediate,BI Developer,4,0.2,70200,Low,"SQL, Power_BI, Tableau",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CAND0140,25,Bachelor,2.5,Intermediate,BI Developer,8,0.8,65800,Medium,SQL,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0
CAND0141,25,Bachelor,3.2,Advanced,ML Engineer,4,0.0,104400,Low,"Deep_Learning, ML, TensorFlow",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
CAND0142,28,PhD,3.4,Advanced,BI Developer,6,0.8,74700,High,SQL,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
CAND0143,24,High School,4.4,Advanced,Data Scientist,6,0.8,92600,Medium,SQL,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
CAND0144,27,Associate,5.9,Advanced,AI Researcher,6,0.2,118800,Low,"Deep_Learning, ML, NLP",1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0
CAND0145,24,Bachelor,1.6,Intermediate,Software Engineer,8,0.8,83600,Medium,Python,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1
CAND0146,27,Master,3.6,Advanced,Data Scientist,10,1.0,117600,High,None – Profile Complete,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
CAND0147,26,Bachelor,4.1,Advanced,Software Engineer,5,0.6,92100,Medium,"Cloud_AWS, Java",1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
CAND0148,26,Master,3.3,Advanced,AI Researcher,5,0.4,127200,Medium,"Deep_Learning, NLP, Python",0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
CAND0149,23,High School,1.0,Intermediate,Data Engineer,3,0.4,88300,Low,"Spark, Docker, SQL",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAND0150,27,Master,2.3,Intermediate,Data Scientist,3,0.2,88600,Low,"ML, Python, SQL",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
